Reference Number,Grid Ref: Easting,Grid Ref: Northing,Number of Vehicles,Accident Date,Time (24hr),1st Road Class,1st Road Class & No,Road Surface,Lighting Conditions,Weather Conditions,Local Authority,Vehicle Number,Type of Vehicle,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty
64E0809,445374,431776,4,14/04/2019,1300,2,A1(M),1,1,1,E08000035,3,9,2,3,1,11
64E0809,445374,431776,4,14/04/2019,1300,2,A1(M),1,1,1,E08000035,4,9,1,3,1,35
64E1157,435512,434799,1,13/04/2019,2140,6,U,1,7,1,E08000035,1,9,3,3,1,58
64E1312,428454,428617,1,14/04/2019,1747,3,A653,1,1,1,E08000035,1,9,1,3,1,27
64F0861,422439,427907,2,15/04/2019,1344,3,A650,1,1,1,E08000035,1,9,1,3,1,30
64F0861,422439,427907,2,15/04/2019,1344,3,A650,1,1,1,E08000035,1,9,2,3,2,30
64F1131,430350,434777,1,15/04/2019,1515,6,U,1,1,1,E08000035,1,9,3,3,1,1
64F1318,430054,431089,2,15/04/2019,1655,6,U,1,1,1,E08000035,1,1,1,3,2,25
64F1418,431295,435614,1,15/04/2019,1749,6,U,1,1,1,E08000035,1,9,3,3,1,3
64F1424,432136,433587,3,15/04/2019,1750,3,A1,1,1,1,E08000035,3,1,1,2,1,22
64F1858,435873,436373,2,15/04/2019,1615,3,A6120,1,1,1,E08000035,2,9,1,3,2,38
64F1858,435873,436373,2,15/04/2019,1615,3,A6120,1,1,1,E08000035,2,9,2,3,2,46
64G0751,428541,431539,2,16/04/2019,1210,3,A643,1,1,1,E08000035,2,9,1,3,1,25
64G1156,430860,434162,2,16/04/2019,1547,6,U,1,1,1,E08000035,2,1,1,3,1,33
64G1985,439327,432427,1,16/04/2019,2230,6,U,1,4,1,E08000035,1,9,1,3,1,30
64H0576,426008,428229,3,17/04/2019,1155,6,U,1,1,1,E08000035,3,1,1,3,1,18
64H0989,429538,431090,1,17/04/2019,1520,6,U,1,1,1,E08000035,1,9,3,3,1,14
64H1247,430431,437061,1,17/04/2019,1645,6,U,1,1,1,E08000035,1,9,3,3,1,48
64H1278,437614,429691,2,17/04/2019,1715,3,A642,1,1,1,E08000035,1,5,1,2,1,26
64H1984,425093,431059,2,17/04/2019,2235,6,U,1,4,1,E08000035,2,9,1,3,1,43
64I0578,431257,429730,3,18/04/2019,1126,6,U,1,1,1,E08000035,1,3,1,2,1,22
64I0916,431655,435326,2,18/04/2019,1300,3,A58,1,1,1,E08000035,2,19,1,3,1,37
64I1714,427172,433659,2,18/04/2019,1946,3,A647,1,1,1,E08000035,1,4,1,2,1,39
64J1195,431890,435661,1,19/04/2019,1500,6,U,1,1,1,E08000035,1,9,3,3,1,17
64J1297,430063,433772,1,19/04/2019,1733,6,U,1,1,1,E08000035,1,9,3,2,2,20
64J1607,428933,425983,2,19/04/2019,1945,3,A650,1,1,1,E08000035,1,9,1,3,2,32
64J1607,428933,425983,2,19/04/2019,1945,3,A650,1,1,1,E08000035,2,9,2,3,1,9
64J1611,429536,434221,1,19/04/2019,1952,2,A58(M),1,1,1,E08000035,1,5,1,2,1,50
64J2152,428503,434474,2,19/04/2019,2315,6,U,1,4,1,E08000035,2,1,1,3,1,23
64K0683,419534,441610,1,20/04/2019,1116,3,A65,1,1,1,E08000035,1,9,3,2,2,12
64K1177,421553,435972,1,20/04/2019,1533,3,A6120,1,1,1,E08000035,1,9,3,2,2,13
64K1177,421553,435972,1,20/04/2019,1533,3,A6120,1,1,1,E08000035,1,9,3,3,2,13
64K1301,430736,435008,2,20/04/2019,1620,3,A58,1,1,1,E08000035,2,11,2,3,2,74
64K1887,422673,437258,2,20/04/2019,1630,3,A6120,1,1,1,E08000035,2,9,1,3,1,26
64K1887,422673,437258,2,20/04/2019,1630,3,A6120,1,1,1,E08000035,2,9,2,3,2,27
64K1887,422673,437258,2,20/04/2019,1630,3,A6120,1,1,1,E08000035,2,9,2,3,1,27
64K1887,422673,437258,2,20/04/2019,1630,3,A6120,1,1,1,E08000035,2,9,2,3,1,27
64L0636,435429,439804,2,21/04/2019,1035,3,A58,1,1,1,E08000035,1,9,2,2,2,88
64L0636,435429,439804,2,21/04/2019,1035,3,A58,1,1,1,E08000035,1,9,1,2,2,83
64L0636,435429,439804,2,21/04/2019,1035,3,A58,1,1,1,E08000035,2,9,1,3,2,42
64L0636,435429,439804,2,21/04/2019,1035,3,A58,1,1,1,E08000035,2,9,2,3,1,17
64L1614,431402,435029,2,21/04/2019,1900,6,U,1,1,1,E08000035,1,1,1,2,1,28
64L2009,431887,435026,1,21/04/2019,2141,6,U,1,4,1,E08000035,1,9,3,3,1,11
64M0068,430937,433301,1,22/04/2019,0106,3,A61,1,4,1,E08000035,1,90,3,3,1,26
64M0593,442111,427617,3,22/04/2019,1047,6,U,1,1,1,E08000035,3,19,1,3,2,47
64M1425,423084,434894,2,22/04/2019,1803,6,U,1,1,1,E08000035,2,3,1,3,1,22
64M1940,433982,433995,1,22/04/2019,2140,4,B6159,1,1,1,E08000035,1,4,1,3,1,17
64M1979,435188,435710,1,22/04/2019,1940,6,U,1,1,1,E08000035,1,11,2,3,2,69
64M2018,431422,435057,1,21/04/2019,2146,6,U,1,4,1,E08000035,1,9,3,2,1,31
64N0429,430524,437028,3,23/04/2019,1021,6,U,1,1,1,E08000035,1,9,1,3,1,36
64N0429,430524,437028,3,23/04/2019,1021,6,U,1,1,1,E08000035,2,9,1,3,2,43
64N0502,435638,425906,2,23/04/2019,0840,1,M62,1,1,1,E08000035,2,9,1,3,2,38
64N1196,424899,434907,2,23/04/2019,1710,6,U,1,1,1,E08000035,2,3,1,3,1,20
64N1223,436751,433643,1,23/04/2019,1804,3,A63,1,1,1,E08000035,1,9,3,3,2,64
64O0459,424992,432896,2,24/04/2019,0930,4,B6154,1,1,1,E08000035,2,19,1,3,1,52
64O0487,432133,429422,2,25/04/2019,1023,1,M621,1,1,1,E08000035,1,19,1,3,1,33
64O0487,432133,429422,2,25/04/2019,1023,1,M621,1,1,1,E08000035,2,9,1,3,1,52
64O0902,433271,429060,2,24/04/2019,1420,6,U,1,1,1,E08000035,2,4,2,3,1,19
64O1102,429895,433695,1,29/04/2019,1102,6,U,1,1,1,E08000035,1,9,3,3,2,34
64O1385,432240,435018,2,24/04/2019,1802,6,U,2,1,1,E08000035,2,9,1,3,1,42
64O1385,432240,435018,2,24/04/2019,1802,6,U,2,1,1,E08000035,2,9,2,3,2,38
64P1380,424005,434533,2,25/04/2019,1556,6,U,1,1,1,E08000035,1,9,2,3,2,9
64P1588,427722,434064,3,25/04/2019,2000,6,U,1,1,1,E08000035,2,9,1,3,1,30
64Q0247,431398,435816,1,26/04/2019,0900,6,U,1,1,1,E08000035,1,9,3,3,2,4
64Q0376,429675,433381,1,26/04/2019,0858,6,U,1,1,1,E08000035,1,19,3,3,2,26
64Q0504,424143,428165,2,26/04/2019,1025,3,A650,1,1,1,E08000035,1,9,2,3,2,55
64Q0881,430870,435486,2,31/03/2019,1700,6,U,1,1,1,E08000035,1,9,2,3,1,77
64Q0907,428345,431276,1,26/04/2019,1400,6,U,1,1,1,E08000035,1,19,3,3,1,54
64Q1025,423816,438093,1,26/04/2019,1455,6,U,2,1,2,E08000035,1,9,3,2,2,81
64Q1276,428142,435848,2,26/04/2019,1656,3,A660,1,1,1,E08000035,2,1,1,3,1,29
64Q1683,430325,433305,1,26/04/2019,2000,6,U,1,1,1,E08000035,1,11,3,2,1,36
64R0558,423890,434278,2,25/04/2019,1315,6,U,1,1,1,E08000035,2,9,1,3,1,40
64R0883,429241,427955,1,27/04/2019,1340,6,U,2,1,1,E08000035,1,11,3,2,1,6
64S0678,442620,428001,3,28/04/2019,1150,3,A656,1,1,1,E08000035,2,3,1,3,1,60
64S0678,442620,428001,3,28/04/2019,1150,3,A656,1,1,1,E08000035,3,9,1,3,2,58
64S1645,427947,435947,1,28/04/2019,1645,6,U,1,1,1,E08000035,1,9,3,2,1,37
64S1947,428219,436262,1,28/04/2019,2248,6,U,1,1,1,E08000035,1,9,3,3,1,18
64T0006,435513,433299,1,29/04/2019,0005,6,U,1,4,1,E08000035,1,9,2,2,2,25
64T0135,427520,435875,2,29/04/2019,0242,4,B6157,1,4,1,E08000035,1,9,1,3,2,20
64T0135,427520,435875,2,29/04/2019,0242,4,B6157,1,4,1,E08000035,2,9,1,3,1,48
64T0135,427520,435875,2,29/04/2019,0242,4,B6157,1,4,1,E08000035,2,9,2,3,1,29
64T0454,428336,429529,2,29/04/2019,0954,3,A6110,1,1,1,E08000035,2,9,1,3,2,30
64T0696,429796,433786,2,26/04/2019,1400,6,U,1,1,1,E08000035,2,8,1,3,1,52
64T0922,417950,443044,3,29/04/2019,1437,3,A65,1,1,1,E08000035,2,9,1,3,2,69
64U0323,440434,446486,1,30/04/2019,0845,2,A1(M),1,1,1,E08000035,1,9,1,3,2,34
64U1255,429391,433839,2,30/04/2019,1255,2,A58(M),1,1,1,E08000035,2,9,2,3,1,24
64U1291,434065,435140,3,30/04/2019,1715,6,U,1,1,1,E08000035,2,9,1,3,1,61
6510342,420109,444969,2,01/05/2019,0810,3,A660,1,1,1,E08000035,2,9,1,3,1,63
6510400,429968,436639,2,01/05/2019,0859,3,A61,1,1,1,E08000035,2,1,1,3,2,43
6510407,426846,438036,2,01/05/2019,0905,3,A660,1,1,1,E08000035,2,1,1,3,1,51
6510488,430857,434346,1,01/05/2019,0959,3,A61,1,1,1,E08000035,1,9,1,2,1,66
6510488,430857,434346,1,01/05/2019,0959,3,A61,1,1,1,E08000035,1,9,2,3,2,62
6511140,429333,430476,2,01/05/2019,1545,6,U,1,1,1,E08000035,1,9,1,3,2,33
6521035,424528,435097,1,02/05/2019,1513,6,U,2,1,2,E08000035,1,9,2,3,2,58
6521156,432179,426091,1,02/05/2019,1605,1,M1,1,1,1,E08000035,1,9,1,3,1,50
6530385,429137,433089,3,03/05/2019,0957,6,U,1,1,1,E08000035,3,19,1,3,1,61
6530886,430801,435342,2,03/05/2019,1450,6,U,1,1,1,E08000035,1,9,1,3,2,63
6540591,424269,429073,2,04/05/2019,1055,6,U,1,1,1,E08000035,1,9,3,3,2,66
6540653,427972,433617,2,03/05/2019,1800,3,A647,1,1,1,E08000035,2,9,1,3,2,67
6540915,432009,436161,2,04/05/2019,1323,6,U,1,1,1,E08000035,2,9,1,3,2,41
6560196,430906,432294,2,06/05/2019,0243,3,A653,1,4,1,E08000035,1,9,1,3,2,24
6560196,430906,432294,2,06/05/2019,0243,3,A653,1,4,1,E08000035,2,8,1,3,1,46
6560537,429602,434277,1,06/05/2019,1039,2,A58(M),1,1,1,E08000035,1,9,1,3,1,32
6560924,430408,431800,1,06/05/2019,1420,1,M621,3,1,8,E08000035,1,5,1,3,1,29
6570714,431889,435693,2,06/05/2019,2040,6,U,1,1,1,E08000035,1,9,1,3,2,41
6570714,431889,435693,2,06/05/2019,2040,6,U,1,1,1,E08000035,1,9,2,3,1,66
6570714,431889,435693,2,06/05/2019,2040,6,U,1,1,1,E08000035,1,9,2,3,2,37
6571177,442243,442962,4,07/05/2019,1622,3,A1,1,1,1,E08000035,1,9,1,3,1,22
6571177,442243,442962,4,07/05/2019,1622,3,A1,1,1,1,E08000035,2,9,2,3,2,45
6580245,423808,439246,2,08/05/2019,0825,6,U,2,1,2,E08000035,2,3,1,3,2,43
6580279,431638,437180,2,08/05/2019,0830,6,U,1,1,1,E08000035,2,1,1,2,1,15
6580471,425996,428206,2,08/05/2019,1113,6,U,2,1,1,E08000035,2,9,2,3,2,29
6580631,428377,434060,2,08/05/2019,0945,3,A65,2,1,2,E08000035,2,1,1,3,2,62
6581478,429989,434179,2,08/05/2019,1710,3,A58,2,1,1,E08000035,2,9,1,3,1,36
65A0520,430035,433378,1,09/05/2019,1340,6,U,2,1,2,E08000035,1,11,2,3,1,70
65A1188,427943,436117,2,10/05/2019,1610,3,A660,1,1,1,E08000035,2,1,1,3,1,51
65A1547,431067,434319,2,10/05/2019,1920,6,U,1,1,1,E08000035,2,9,1,3,1,37
65B0477,422156,436666,2,11/05/2019,0918,3,A6120,1,1,1,E08000035,1,2,1,3,1,24
65B0593,429586,434718,1,10/05/2019,1000,3,A660,2,1,2,E08000035,1,11,2,3,2,58
65B0728,432193,444976,2,11/05/2019,1223,3,A61,2,1,2,E08000035,1,9,1,3,2,21
65B0728,432193,444976,2,11/05/2019,1223,3,A61,2,1,2,E08000035,2,9,2,3,2,56
65B0729,435236,437607,2,13/10/2019,1301,3,A1,1,1,1,E08000035,2,19,3,3,1,56
65B1092,427772,432628,2,11/05/2019,1541,6,U,2,1,5,E08000035,2,9,1,2,1,54
65B1092,427772,432628,2,11/05/2019,1541,6,U,2,1,5,E08000035,1,9,1,2,1,18
65B1092,427772,432628,2,11/05/2019,1541,6,U,2,1,5,E08000035,1,9,2,2,1,17
65B1092,427772,432628,2,11/05/2019,1541,6,U,2,1,5,E08000035,1,9,2,3,1,18
65B1092,427772,432628,2,11/05/2019,1541,6,U,2,1,5,E08000035,1,9,2,3,1,18
65B1092,427772,432628,2,11/05/2019,1541,6,U,2,1,5,E08000035,1,9,2,3,1,18
65B1350,432288,435052,1,11/05/2019,1810,6,U,2,1,2,E08000035,1,9,3,3,1,34
65B1578,428902,429818,2,11/05/2019,2000,6,U,2,1,1,E08000035,1,9,1,3,2,44
65B1578,428902,429818,2,11/05/2019,2000,6,U,2,1,1,E08000035,1,9,2,3,2,25
65B1578,428902,429818,2,11/05/2019,2000,6,U,2,1,1,E08000035,2,9,1,3,2,31
65B1578,428902,429818,2,11/05/2019,2000,6,U,2,1,1,E08000035,2,9,2,3,2,12
65B1646,431885,435489,2,11/05/2019,2035,6,U,2,1,2,E08000035,2,3,1,3,1,28
65B1839,440613,429143,2,11/05/2019,2200,6,U,1,4,1,E08000035,2,3,1,3,1,20
65B1933,427963,434367,2,11/05/2019,2246,6,U,1,6,1,E08000035,1,1,1,3,1,34
65C1340,435501,433594,2,12/05/2019,1744,6,U,1,1,1,E08000035,2,11,2,3,1,36
65C1340,435501,433594,2,12/05/2019,1744,6,U,1,1,1,E08000035,2,11,2,3,1,5
65C1340,435501,433594,2,12/05/2019,1744,6,U,1,1,1,E08000035,2,11,2,3,1,6
65C1406,432648,435855,2,12/05/2019,1820,6,U,1,1,1,E08000035,2,9,1,3,1,64
65C1406,432648,435855,2,12/05/2019,1820,6,U,1,1,1,E08000035,2,9,2,3,1,16
65C1611,436216,425907,2,12/05/2019,1925,1,M62,1,1,1,E08000035,2,9,2,3,2,75
65D0395,423350,434592,3,13/05/2019,0915,4,B6157,1,1,1,E08000035,1,9,1,3,2,46
65D1191,429384,431368,1,13/05/2019,1620,6,U,1,1,1,E08000035,1,19,3,3,1,8
65E0298,432162,427247,3,15/05/2019,0710,1,M1,1,1,1,E08000035,3,9,1,3,1,40
65E0408,427718,436114,2,14/05/2019,0845,6,U,1,1,1,E08000035,2,1,1,3,1,27
65E0979,423035,435212,1,10/05/2019,1505,6,U,1,1,1,E08000035,1,9,3,2,2,14
65E1608,431085,434209,2,14/05/2019,0950,6,U,1,1,1,E08000035,2,1,1,3,2,25
65F0257,415992,442974,2,15/05/2019,0731,6,U,1,4,1,E08000035,1,9,1,3,2,50
65F0348,425458,437945,2,15/05/2019,0845,3,A6120,1,1,1,E08000035,2,9,1,3,2,38
65F0364,422233,433553,1,15/05/2019,0850,4,B6155,1,1,1,E08000035,1,9,3,2,2,63
65F0444,431591,430986,2,15/05/2019,1715,6,U,1,1,1,E08000035,2,1,1,2,1,12
65F0761,431336,435048,2,15/05/2019,1240,6,U,1,1,1,E08000035,1,1,1,3,1,51
65F1177,433212,426335,2,15/05/2019,1530,6,U,1,1,1,E08000035,2,9,2,3,2,11
65F1399,423531,435422,1,15/05/2019,1700,4,B6157,1,1,2,E08000035,1,9,3,2,1,30
65F1920,434203,436974,2,15/05/2019,2110,3,A58,1,4,1,E08000035,2,5,1,3,1,47
65G0514,431871,435947,2,15/05/2019,2200,6,U,1,1,1,E08000035,2,9,1,3,1,27
65G1172,434925,437444,3,16/05/2019,1615,6,U,1,1,1,E08000035,2,9,1,3,2,30
65G1172,434925,437444,3,16/05/2019,1615,6,U,1,1,1,E08000035,2,9,2,3,2,30
65G1172,434925,437444,3,16/05/2019,1615,6,U,1,1,1,E08000035,2,9,2,3,2,7
65G1246,426436,433296,1,16/05/2019,1645,6,U,1,1,1,E08000035,1,9,3,3,2,52
65G1364,429780,438894,2,10/05/2019,0640,3,A6120,1,1,1,E08000035,2,1,1,3,1,42
65G1470,430297,433832,1,16/05/2019,1825,6,U,1,1,1,E08000035,1,8,3,3,1,29
65G1682,442073,431753,1,16/05/2019,1954,3,A63,1,1,1,E08000035,1,3,1,2,2,25
65H0429,432131,429375,2,18/05/2019,0900,3,A61,1,1,1,E08000035,2,1,1,3,1,44
65H1099,438037,438422,4,17/05/2019,1515,3,A64,1,1,1,E08000035,2,9,1,3,2,73
65H1099,438037,438422,4,17/05/2019,1515,3,A64,1,1,1,E08000035,3,9,2,3,2,25
65H1099,438037,438422,4,17/05/2019,1515,3,A64,1,1,1,E08000035,3,9,2,3,2,31
65H1315,430079,434406,2,16/05/2019,1605,2,A58(M),1,1,1,E08000035,2,9,1,3,2,43
65H1613,430836,433983,2,17/05/2019,1615,6,U,1,1,1,E08000035,1,9,2,3,2,10
65H1964,433087,435820,2,17/05/2019,2100,6,U,1,1,1,E08000035,2,9,1,3,1,35
65I1432,429978,437643,2,18/05/2019,1830,6,U,1,1,1,E08000035,1,2,1,3,1,26
65J1833,427569,436879,2,19/05/2019,1710,3,A660,1,1,1,E08000035,2,1,1,3,1,38
65K1271,429133,431868,1,20/05/2019,1700,6,U,1,1,1,E08000035,1,4,3,3,1,28
65K1555,430707,438575,2,20/05/2019,1911,6,U,1,1,1,E08000035,2,4,1,3,1,37
65L0861,430512,433453,1,21/05/2019,1330,6,U,1,1,1,E08000035,1,11,2,3,2,51
65L1015,432859,435383,2,21/05/2019,1445,6,U,1,1,1,E08000035,2,9,1,3,1,77
65L1511,432133,434947,2,21/05/2019,1800,6,U,1,1,1,E08000035,2,1,1,3,1,24
65M0322,424965,432221,1,22/05/2019,0755,6,U,1,1,1,E08000035,1,9,3,3,2,12
65M1628,431300,437028,2,22/05/2019,1900,6,U,1,1,1,E08000035,1,9,1,3,2,27
65M1644,427169,435879,2,22/05/2019,1906,6,U,1,1,1,E08000035,2,1,1,2,2,22
65M2111,435758,434450,2,22/05/2019,2312,6,U,1,4,1,E08000035,1,9,1,3,2,35
65N0308,434580,430848,1,23/05/2019,0824,1,M1,1,1,1,E08000035,1,9,1,3,1,21
65N1597,433562,435270,2,23/05/2019,0900,6,U,1,1,1,E08000035,1,1,1,3,1,16
65O0652,429334,433240,1,24/05/2019,1218,4,B1,1,1,1,E08000035,1,5,3,2,2,44
65O1165,432786,436848,2,24/05/2019,1600,6,U,1,1,1,E08000035,1,5,1,3,1,60
65O1928,428882,430127,2,24/05/2019,2005,6,U,1,1,1,E08000035,2,9,1,3,2,40
65P0589,421917,432966,2,25/05/2019,1037,4,B6154,1,1,1,E08000035,2,1,1,3,1,31
65P0673,431693,425283,4,25/05/2019,1115,1,M1,1,1,1,E08000035,2,9,1,3,1,55
65P0673,431693,425283,4,25/05/2019,1115,1,M1,1,1,1,E08000035,3,9,1,3,1,47
65P0942,434136,433895,2,25/05/2019,1350,4,B6159,1,1,1,E08000035,2,11,2,2,2,63
65P0942,434136,433895,2,25/05/2019,1350,4,B6159,1,1,1,E08000035,2,11,2,3,2,44
65P0942,434136,433895,2,25/05/2019,1350,4,B6159,1,1,1,E08000035,2,11,2,3,2,40
65P1136,434615,441233,2,25/05/2019,1500,6,U,2,1,2,E08000035,2,3,1,3,1,22
65P1156,431274,434604,2,25/05/2019,1535,6,U,1,1,1,E08000035,2,9,2,3,2,30
65P1337,429468,430993,2,26/05/2019,1700,6,U,2,1,2,E08000035,1,1,1,2,1,19
65P1474,428089,434900,2,25/05/2019,1818,6,U,1,1,1,E08000035,2,9,1,3,2,26
65Q0505,418143,442485,2,26/05/2019,1910,3,A65,2,1,2,E08000035,2,9,1,3,2,60
65Q0505,418143,442485,2,26/05/2019,1910,3,A65,2,1,2,E08000035,2,9,2,3,1,59
65Q0813,436145,435314,2,26/05/2019,1402,3,A6120,1,1,1,E08000035,2,9,2,3,2,25
65Q0944,435464,437288,2,26/05/2019,1458,3,A6120,1,1,4,E08000035,1,9,1,2,2,38
65Q0944,435464,437288,2,26/05/2019,1458,3,A6120,1,1,4,E08000035,2,19,1,3,1,28
65Q1043,439015,431739,2,26/05/2019,1546,3,A642,1,1,1,E08000035,1,1,1,3,2,20
65Q1097,427833,435806,2,26/05/2019,1615,6,U,1,1,1,E08000035,1,9,1,3,2,68
65Q1097,427833,435806,2,26/05/2019,1615,6,U,1,1,1,E08000035,2,8,1,3,1,52
65Q1097,427833,435806,2,26/05/2019,1615,6,U,1,1,1,E08000035,2,8,2,3,2,19
65Q1175,431487,433580,1,26/05/2019,0030,3,A64,1,7,1,E08000035,1,8,3,3,2,30
65S2023,425576,434243,2,28/05/2019,2245,3,A647,1,4,1,E08000035,2,1,1,1,1,25
65T0771,424320,427890,2,29/05/2019,1251,1,M62,1,1,1,E08000035,1,9,2,3,1,4
65U1363,432151,427338,3,30/05/2019,1806,1,M1,1,1,1,E08000035,1,9,1,3,1,36
65U1363,432151,427338,3,30/05/2019,1806,1,M1,1,1,1,E08000035,2,9,1,3,1,31
65U1363,432151,427338,3,30/05/2019,1806,1,M1,1,1,1,E08000035,2,9,2,3,2,29
65U1363,432151,427338,3,30/05/2019,1806,1,M1,1,1,1,E08000035,2,9,2,3,2,1
65U1527,430339,425047,2,30/05/2019,1924,3,A650,1,1,1,E08000035,2,9,1,3,1,54
65U1740,427256,444361,2,30/05/2019,1900,6,U,1,1,1,E08000035,2,1,1,3,1,46
65V1216,431800,425392,3,31/05/2019,1605,1,M1,1,1,1,E08000035,1,9,1,3,1,44
65V1216,431800,425392,3,31/05/2019,1605,1,M1,1,1,1,E08000035,1,9,2,3,1,52
65V1216,431800,425392,3,31/05/2019,1605,1,M1,1,1,1,E08000035,2,9,1,3,1,56
65V1216,431800,425392,3,31/05/2019,1605,1,M1,1,1,1,E08000035,2,9,2,3,1,39
65V1216,431800,425392,3,31/05/2019,1605,1,M1,1,1,1,E08000035,3,9,1,3,2,46
6610877,424092,428106,2,01/06/2019,1325,6,U,1,1,1,E08000035,2,9,1,3,2,54
6610883,436750,436321,3,01/06/2019,1330,6,U,1,1,1,E08000035,1,9,1,3,2,61
6611356,425627,433079,2,01/06/2019,1745,6,U,1,1,1,E08000035,1,5,1,2,1,61
6611397,432289,444344,2,01/06/2019,1800,3,A61,1,1,1,E08000035,1,1,1,2,1,49
6612120,428769,432727,2,01/06/2019,2330,3,A58,1,4,1,E08000035,2,9,1,3,1,59
6620779,435912,436248,2,01/06/2019,1630,3,A64,1,1,1,E08000035,2,5,1,3,1,46
6640394,426991,427914,2,04/06/2019,0800,6,U,1,1,1,E08000035,1,9,1,3,2,39
6641227,425272,432888,1,04/06/2019,1530,6,U,1,1,1,E08000035,1,9,3,3,1,11
6641574,421180,441480,1,04/06/2019,1817,6,U,2,1,2,E08000035,1,9,3,3,2,70
6641765,423049,434159,3,04/06/2019,2025,3,A647,2,1,2,E08000035,1,9,2,3,1,15
6641765,423049,434159,3,04/06/2019,2025,3,A647,2,1,2,E08000035,1,9,2,3,2,21
6650664,426546,428241,1,05/06/2019,1045,6,U,1,1,1,E08000035,1,11,2,3,2,71
6660162,428071,434988,1,06/06/2019,1910,6,U,1,1,1,E08000035,1,9,3,2,1,33
6660432,440840,442755,2,06/06/2019,0931,6,U,1,1,1,E08000035,2,9,1,3,2,46
6660832,429423,428211,1,06/06/2019,1300,6,U,1,1,1,E08000035,1,11,2,3,2,30
6660832,429423,428211,1,06/06/2019,1300,6,U,1,1,1,E08000035,1,11,2,3,2,2
6661134,428983,425984,2,06/06/2019,1607,3,A650,1,1,1,E08000035,2,9,2,3,2,75
6661171,427646,434743,2,06/06/2019,1615,6,U,1,1,1,E08000035,2,1,1,3,1,52
6661173,432030,435262,1,06/06/2019,1620,6,U,1,1,1,E08000035,1,9,3,2,2,7
6661173,432030,435262,1,06/06/2019,1620,6,U,1,1,1,E08000035,1,9,3,2,2,35
6671488,429654,433381,1,07/06/2019,1300,6,U,1,1,1,E08000035,1,8,3,2,1,55
6680016,430697,434523,3,08/06/2019,0009,6,U,2,4,1,E08000035,3,9,1,3,2,41
6680016,430697,434523,3,08/06/2019,0009,6,U,2,4,1,E08000035,3,9,2,3,1,30
6690217,430091,431311,1,09/06/2019,0251,3,A653,1,4,1,E08000035,1,9,3,3,1,21
6690239,426584,433440,1,09/06/2019,0315,6,U,1,4,1,E08000035,1,9,1,3,1,23
6690394,437230,437747,3,09/06/2019,0640,3,A64,1,1,1,E08000035,1,9,1,3,1,33
6690394,437230,437747,3,09/06/2019,0640,3,A64,1,1,1,E08000035,2,9,1,3,1,48
6691582,429857,433410,2,08/06/2019,1815,6,U,2,1,1,E08000035,1,8,2,3,2,22
66A0364,431488,429559,2,10/06/2019,0858,6,U,1,1,1,E08000035,2,9,1,3,2,32
66A0364,431488,429559,2,10/06/2019,0858,6,U,1,1,1,E08000035,2,9,2,3,2,11
66A0364,431488,429559,2,10/06/2019,0858,6,U,1,1,1,E08000035,2,9,2,3,2,11
66A0741,426470,427642,1,10/06/2019,1239,6,U,1,1,1,E08000035,1,9,3,2,1,82
66A0944,442984,427731,2,10/06/2019,1415,6,U,2,1,2,E08000035,2,9,1,3,1,55
66A1765,430438,434355,2,10/06/2019,2043,6,U,1,1,1,E08000035,2,3,1,2,1,29
66B0333,430021,435532,2,11/06/2019,0830,6,U,1,1,1,E08000035,2,1,1,3,1,52
66B0409,429737,438346,2,11/06/2019,0958,4,B6157,2,1,2,E08000035,2,9,1,3,1,51
66B1039,423806,438264,1,11/06/2019,0000,6,U,2,1,1,E08000035,1,9,3,3,1,13
66B1160,425023,433179,1,11/06/2019,1930,3,A6110,1,1,1,E08000035,1,9,1,2,1,35
66B1180,430807,435341,2,11/06/2019,1701,6,U,2,1,2,E08000035,2,1,1,3,1,27
66B1368,428003,426155,4,11/06/2019,1826,3,A653,2,1,1,E08000035,3,9,1,3,2,48
66B1461,424991,432897,2,11/06/2019,1914,6,U,2,1,2,E08000035,2,9,1,3,1,37
66C0350,426822,434974,2,12/06/2019,0921,3,A65,2,1,2,E08000035,2,1,1,2,1,40
66C1562,424759,444404,1,12/06/2019,2154,3,A658,2,4,2,E08000035,1,9,1,3,2,30
66D0281,433662,434316,2,13/06/2019,0805,6,U,2,1,2,E08000035,2,9,1,2,1,66
66D0281,433662,434316,2,13/06/2019,0805,6,U,2,1,2,E08000035,2,9,2,2,2,60
66D0593,429683,425693,2,13/06/2019,1139,3,A650,2,1,2,E08000035,2,9,1,3,2,27
66D0593,429683,425693,2,13/06/2019,1139,3,A650,2,1,2,E08000035,2,9,2,3,1,3
66D0700,433426,435894,2,12/06/2019,1550,6,U,2,1,2,E08000035,2,1,1,3,1,11
66E0262,428324,429565,2,14/06/2019,0720,3,A610,1,1,1,E08000035,2,9,1,3,2,46
66E0814,442987,441349,5,14/06/2019,1315,2,A1(M),1,1,1,E08000035,3,9,2,3,2,64
66E1700,429138,433089,2,14/06/2019,1925,6,U,2,1,1,E08000035,1,9,1,3,2,22
66E1700,429138,433089,2,14/06/2019,1925,6,U,2,1,1,E08000035,2,9,2,3,2,61
66E1700,429138,433089,2,14/06/2019,1925,6,U,2,1,1,E08000035,2,9,1,3,1,53
66F0521,423983,429736,2,15/06/2019,1013,6,U,1,1,1,E08000035,2,9,1,3,1,53
