Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index
4,49,1,6,1,31.0
9,44,0,5,2,37.0
7,85,1,9,7,78.0
9,91,1,5,3,88.0
3,97,0,9,9,76.0
4,90,1,5,0,73.0
6,90,1,4,7,80.0
2,63,0,9,4,39.0
1,60,0,6,1,29.0
7,58,1,9,2,51.0
9,84,1,5,3,80.0
4,84,0,8,8,69.0
8,91,1,6,7,85.0
7,78,0,5,0,69.0
9,60,0,5,4,59.0
8,90,1,4,3,82.0
9,56,0,6,6,52.0
6,73,0,9,5,65.0
4,69,1,7,6,54.0
2,40,0,4,0,13.0
2,82,1,5,9,60.0
9,72,0,7,6,73.0
4,90,1,8,5,71.0
3,63,1,9,3,44.0
2,46,0,9,8,23.0
4,54,1,9,7,39.0
2,52,0,6,0,28.0
2,65,1,8,1,43.0
3,81,0,8,3,59.0
9,88,1,7,6,86.0
5,95,0,8,1,82.0
1,70,0,6,3,42.0
8,69,1,5,5,62.0
7,67,1,9,3,60.0
3,69,0,6,2,48.0
6,49,1,7,5,37.0
5,98,1,4,6,87.0
1,52,1,7,0,27.0
8,88,1,5,2,81.0
2,92,0,4,3,65.0
7,57,0,6,9,53.0
9,41,0,8,5,37.0
8,46,0,6,5,40.0
6,82,1,4,1,69.0
1,78,0,4,2,52.0
8,65,0,8,3,61.0
3,79,1,9,2,63.0
9,81,0,6,8,79.0
8,80,0,7,9,73.0
8,87,1,4,2,77.0
8,88,0,8,2,80.0
6,45,0,9,8,32.0
6,43,0,4,5,28.0
3,45,0,9,9,30.0
6,54,0,8,6,44.0
4,66,1,6,9,50.0
8,58,0,6,6,54.0
6,91,1,5,8,82.0
9,58,1,5,2,54.0
5,95,0,9,5,83.0
1,71,0,9,6,44.0
2,79,0,8,3,59.0
5,62,1,7,0,45.0
2,65,0,8,4,42.0
5,97,0,7,2,79.0
5,54,0,8,6,37.0
7,42,1,5,7,34.0
7,60,1,5,5,53.0
9,65,1,5,7,63.0
1,52,0,9,1,25.0
5,63,0,8,6,52.0
2,91,0,4,7,64.0
5,93,1,4,6,78.0
3,55,0,9,0,34.0
1,54,0,8,0,31.0
4,52,0,5,3,35.0
8,69,1,4,8,63.0
9,44,0,4,0,39.0
6,67,1,5,3,57.0
6,89,0,6,9,79.0
1,94,1,7,3,66.0
9,83,1,8,7,83.0
7,86,1,5,5,76.0
8,69,0,9,5,64.0
7,65,1,7,0,53.0
6,44,1,7,3,31.0
3,61,0,8,6,47.0
8,45,0,4,6,39.0
7,41,1,5,6,32.0
8,80,0,5,1,74.0
3,58,0,5,8,40.0
8,46,1,7,7,42.0
7,84,0,7,9,76.0
6,78,1,6,3,69.0
2,88,0,8,6,64.0
6,65,0,8,1,49.0
5,95,1,9,4,84.0
2,56,0,6,2,31.0
8,79,0,6,4,74.0
4,87,1,9,2,72.0
2,61,0,8,7,40.0
3,80,1,7,2,63.0
3,44,0,8,8,24.0
9,55,1,5,4,51.0
2,59,1,4,0,30.0
6,56,1,6,4,46.0
6,70,1,4,4,59.0
1,44,0,8,8,18.0
7,73,1,9,3,64.0
4,66,1,9,6,52.0
3,62,1,9,0,43.0
3,93,1,9,1,73.0
9,84,0,7,4,78.0
1,98,1,8,2,75.0
4,76,0,4,8,58.0
2,86,0,7,7,63.0
4,54,0,5,4,35.0
1,62,1,8,9,37.0
3,91,0,6,2,71.0
8,60,0,4,7,50.0
3,50,0,6,4,27.0
3,67,0,7,9,48.0
3,89,1,4,2,67.0
7,41,0,4,7,31.0
9,95,1,5,9,95.0
1,80,0,6,2,51.0
5,72,1,5,0,56.0
1,81,1,6,7,60.0
1,92,1,6,8,68.0
2,78,1,6,3,59.0
8,94,0,5,9,88.0
5,89,1,5,6,70.0
9,52,1,9,6,54.0
9,61,0,9,2,59.0
9,98,1,8,9,93.0
4,92,0,7,8,77.0
1,82,0,4,6,52.0
8,79,1,8,6,73.0
9,79,1,8,9,79.0
4,57,0,6,1,40.0
1,69,1,5,3,41.0
8,91,0,7,1,83.0
5,52,0,8,9,39.0
8,62,1,6,1,58.0
6,74,1,7,6,64.0
1,51,0,6,1,24.0
5,80,0,6,0,61.0
3,87,1,5,9,71.0
1,67,0,9,4,38.0
9,98,1,7,7,100.0
1,80,0,7,1,51.0
5,59,1,8,9,48.0
9,87,1,4,6,86.0
1,63,1,8,3,37.0
5,46,1,6,1,35.0
4,45,0,9,1,25.0
6,90,1,9,1,80.0
7,86,1,9,9,84.0
3,41,0,7,7,18.0
6,56,1,6,2,45.0
2,81,0,6,1,59.0
5,98,1,6,2,84.0
4,94,0,4,3,77.0
8,53,1,8,5,49.0
3,79,1,8,4,60.0
5,42,0,7,2,29.0
9,53,0,9,7,52.0
1,69,0,7,0,40.0
7,80,0,8,3,74.0
1,59,1,8,3,32.0
4,43,1,7,2,23.0
7,84,0,7,0,76.0
9,78,1,4,3,74.0
8,75,1,8,2,69.0
9,88,0,5,6,84.0
1,97,1,4,1,70.0
6,75,0,6,5,62.0
9,40,0,4,0,34.0
1,43,1,9,1,16.0
5,99,0,4,8,85.0
8,73,1,5,2,69.0
8,80,1,5,9,74.0
7,96,1,5,5,88.0
9,52,1,8,3,51.0
7,46,0,9,6,43.0
8,81,0,9,6,74.0
9,61,0,9,9,59.0
3,52,0,5,7,32.0
8,58,1,5,3,54.0
4,52,1,5,1,35.0
4,59,0,9,2,41.0
8,99,0,5,5,92.0
3,46,0,7,4,26.0
1,90,1,9,3,67.0
9,41,1,8,1,41.0
9,44,1,4,8,39.0
5,85,0,9,8,71.0
7,59,0,8,9,50.0
7,93,1,5,7,85.0
9,46,0,8,5,41.0
6,67,1,6,7,57.0
6,83,0,7,0,68.0
2,57,1,7,1,35.0
6,46,0,8,9,34.0
3,72,1,9,4,55.0
5,68,1,7,1,54.0
8,56,0,5,4,50.0
1,57,1,6,6,32.0
6,67,1,5,2,56.0
1,90,0,5,6,65.0
8,91,1,4,6,85.0
2,74,1,8,3,52.0
2,81,1,4,9,58.0
1,90,0,7,7,67.0
4,99,0,9,3,85.0
6,94,1,7,7,86.0
2,69,0,8,3,45.0
6,46,0,4,7,33.0
3,81,0,9,9,63.0
8,53,0,5,4,49.0
2,63,1,5,0,38.0
7,90,1,7,5,79.0
4,79,0,6,6,61.0
7,84,0,7,0,74.0
6,86,0,6,5,74.0
4,84,1,6,3,67.0
6,43,1,4,0,27.0
3,44,0,4,4,22.0
4,98,1,4,9,81.0
1,50,1,7,6,26.0
5,91,1,6,3,78.0
9,99,0,4,1,95.0
5,70,0,7,8,57.0
6,53,1,5,7,41.0
7,89,0,7,9,84.0
2,80,0,4,0,52.0
6,56,1,5,4,45.0
6,66,1,7,7,58.0
1,65,0,8,1,39.0
1,62,0,9,5,35.0
1,89,0,7,1,61.0
5,89,1,6,7,77.0
8,59,1,6,6,55.0
5,93,1,8,6,80.0
5,56,1,5,8,42.0
6,85,0,8,4,74.0
4,98,0,7,2,78.0
3,80,0,7,3,59.0
2,78,0,7,4,54.0
2,71,0,7,0,49.0
1,81,0,6,4,54.0
1,73,1,7,4,46.0
9,77,1,4,2,74.0
7,65,0,8,3,57.0
8,78,0,7,0,72.0
1,77,0,6,1,48.0
6,95,0,5,6,82.0
2,64,0,4,0,40.0
5,59,0,8,5,43.0
2,76,0,6,9,57.0
6,90,1,4,7,81.0
8,84,0,7,3,77.0
3,63,0,7,8,43.0
1,87,0,9,3,65.0
8,56,1,5,7,51.0
6,76,1,5,7,66.0
2,52,1,8,1,32.0
1,62,1,8,6,40.0
7,90,1,6,8,82.0
3,73,1,8,1,54.0
2,90,0,8,1,64.0
8,71,0,9,4,68.0
7,47,0,6,9,38.0
6,87,1,5,4,77.0
9,44,1,4,0,41.0
4,64,1,7,2,48.0
7,41,1,6,6,35.0
2,98,0,9,7,78.0
9,45,1,7,4,43.0
9,81,0,4,2,76.0
4,83,1,5,4,67.0
1,86,0,7,4,60.0
5,53,0,6,6,38.0
1,94,0,4,5,67.0
6,69,0,5,5,56.0
6,71,1,7,3,61.0
8,75,0,4,3,68.0
3,62,0,5,9,41.0
4,66,1,8,6,51.0
8,45,0,4,7,37.0
9,82,0,8,4,80.0
7,91,1,9,1,87.0
6,47,0,4,9,33.0
8,65,0,7,3,56.0
2,97,0,9,5,78.0
9,96,1,4,3,94.0
9,95,0,4,2,90.0
2,40,0,8,2,18.0
4,71,1,4,9,51.0
4,78,1,7,8,59.0
3,62,0,9,4,44.0
8,54,1,5,9,49.0
3,61,0,4,8,41.0
8,72,0,7,2,67.0
1,80,0,4,0,54.0
1,78,0,5,1,50.0
8,58,0,6,7,50.0
9,78,0,8,0,76.0
7,90,1,9,7,81.0
3,96,0,9,2,77.0
7,87,0,5,8,78.0
4,67,1,7,7,48.0
5,83,0,6,5,70.0
2,56,0,4,0,29.0
6,58,1,4,6,47.0
8,72,1,7,2,67.0
7,46,1,8,8,38.0
6,60,1,6,8,51.0
5,96,1,4,4,81.0
2,64,1,6,8,41.0
8,82,0,7,3,76.0
2,89,0,4,7,67.0
7,47,1,8,1,39.0
9,62,1,8,9,60.0
2,67,1,7,3,44.0
2,55,0,4,0,32.0
1,69,1,7,2,44.0
6,70,1,7,3,55.0
1,52,0,9,0,26.0
3,40,0,8,2,20.0
5,74,1,7,1,59.0
3,85,0,9,7,65.0
4,50,0,4,6,34.0
8,75,0,7,4,73.0
8,53,1,4,3,43.0
8,74,1,5,0,68.0
2,69,0,9,0,45.0
6,59,1,4,9,47.0
1,72,0,7,8,50.0
2,54,0,5,9,30.0
2,60,1,4,7,39.0
6,75,1,5,2,59.0
5,77,1,6,2,62.0
3,63,0,4,2,45.0
3,56,0,4,4,33.0
7,64,1,6,7,59.0
5,86,0,9,2,75.0
8,78,1,9,1,72.0
3,87,0,6,8,63.0
7,60,1,9,3,48.0
3,55,0,4,8,36.0
6,57,0,7,0,42.0
3,45,1,7,4,24.0
2,72,1,8,4,52.0
2,94,0,9,5,74.0
6,60,1,9,6,48.0
1,48,1,7,6,25.0
1,67,0,6,9,45.0
3,44,0,7,5,23.0
4,98,1,7,2,82.0
6,85,0,5,1,71.0
9,56,1,7,9,55.0
2,61,1,5,3,38.0
2,76,0,9,5,54.0
7,94,1,4,4,84.0
3,40,0,7,6,20.0
9,54,1,5,9,49.0
6,48,0,7,4,38.0
3,70,1,9,6,52.0
3,46,1,6,1,27.0
7,93,1,7,2,86.0
7,82,1,8,4,70.0
4,95,1,5,8,79.0
7,58,1,8,6,49.0
7,85,1,8,0,73.0
3,80,0,4,1,60.0
3,51,0,6,4,33.0
4,50,0,4,0,33.0
1,68,0,7,8,46.0
1,62,0,4,4,36.0
2,92,0,6,3,67.0
5,84,0,8,4,69.0
7,89,0,9,4,85.0
9,82,1,4,4,79.0
8,59,0,6,6,54.0
7,67,1,8,7,60.0
1,80,1,7,4,55.0
2,73,0,7,2,52.0
8,45,1,7,1,39.0
7,63,0,4,6,54.0
1,63,0,9,6,41.0
3,86,1,9,0,71.0
1,59,0,8,5,36.0
1,52,0,8,7,25.0
8,60,0,7,2,52.0
6,91,1,5,0,82.0
7,97,1,9,8,91.0
5,76,1,9,1,64.0
7,79,1,5,9,71.0
2,43,0,6,9,20.0
1,68,1,4,4,42.0
8,63,0,5,8,59.0
4,66,0,8,6,47.0
5,40,1,8,5,28.0
2,44,1,4,0,20.0
7,79,1,7,5,68.0
6,62,1,7,6,51.0
9,41,1,9,2,41.0
1,58,1,6,3,28.0
3,81,0,7,9,63.0
2,92,1,5,9,71.0
5,43,0,8,0,27.0
6,69,0,8,0,60.0
1,71,0,9,8,44.0
7,57,1,4,3,47.0
5,77,0,6,5,61.0
9,83,0,8,0,80.0
2,97,0,8,1,74.0
6,92,1,9,8,81.0
6,52,1,8,9,45.0
7,81,1,4,5,72.0
6,87,1,6,4,74.0
4,53,0,7,1,34.0
1,98,1,9,3,74.0
1,75,1,4,5,50.0
2,50,1,6,6,28.0
6,76,1,9,9,69.0
9,43,0,7,4,40.0
1,64,0,5,9,38.0
9,61,1,5,6,59.0
8,62,1,8,3,57.0
7,79,0,5,4,69.0
2,68,0,7,1,42.0
9,52,0,5,9,48.0
3,53,1,6,7,33.0
1,69,1,9,8,45.0
1,81,0,5,7,55.0
6,51,1,7,0,37.0
2,73,0,4,2,50.0
7,56,1,9,3,47.0
2,97,1,8,7,75.0
2,90,0,5,9,68.0
5,92,1,7,8,77.0
5,52,0,8,1,37.0
2,77,0,7,7,57.0
3,61,1,8,7,41.0
3,46,1,4,2,21.0
2,52,0,4,1,28.0
3,43,1,6,5,21.0
1,62,0,8,0,33.0
3,95,1,5,4,73.0
5,42,0,6,2,24.0
1,99,0,7,3,73.0
1,58,1,9,4,33.0
9,59,0,8,6,59.0
1,87,1,5,2,59.0
9,56,0,4,3,51.0
3,54,0,7,4,36.0
8,62,1,4,2,52.0
5,77,1,8,0,62.0
4,64,1,8,9,50.0
6,89,0,8,4,79.0
2,59,0,4,4,37.0
9,82,0,9,4,80.0
2,71,0,6,3,46.0
6,67,1,9,7,57.0
5,66,0,6,5,51.0
6,74,0,5,4,64.0
4,91,0,9,5,80.0
3,44,0,6,9,26.0
4,98,0,4,3,79.0
3,73,0,6,7,51.0
5,87,1,5,1,71.0
5,81,0,5,7,67.0
1,74,0,4,1,48.0
2,78,1,4,5,57.0
6,57,0,4,7,48.0
4,48,0,4,4,31.0
2,93,0,7,4,69.0
7,45,1,9,1,38.0
1,75,1,9,5,50.0
9,87,1,7,6,84.0
6,73,0,9,9,64.0
5,46,0,6,2,32.0
2,91,0,6,4,66.0
4,63,1,5,9,47.0
1,96,0,8,2,74.0
9,69,1,6,1,65.0
8,53,1,4,5,46.0
9,65,0,5,1,62.0
1,83,1,7,2,54.0
5,74,1,6,5,61.0
1,93,0,7,7,66.0
3,52,1,9,1,33.0
4,99,0,6,4,80.0
1,45,1,4,0,20.0
9,93,0,8,6,93.0
1,41,1,5,5,14.0
5,94,0,5,3,76.0
4,40,1,8,5,22.0
8,73,0,9,7,66.0
6,86,1,4,9,73.0
6,53,1,7,1,39.0
6,89,1,5,2,77.0
3,60,1,8,1,40.0
7,84,1,8,6,81.0
9,89,1,9,8,90.0
5,49,1,8,1,34.0
7,73,1,5,6,64.0
7,71,1,8,5,64.0
1,60,0,5,2,37.0
4,59,1,8,4,43.0
3,56,0,9,3,38.0
4,62,0,8,6,44.0
1,44,0,8,6,19.0
9,42,0,8,6,41.0
1,46,1,5,0,17.0
9,59,0,8,1,57.0
3,46,1,9,9,28.0
2,85,0,6,3,63.0
6,75,0,9,4,67.0
5,49,0,9,9,35.0
6,54,0,7,1,40.0
7,92,0,8,3,84.0
5,60,0,7,7,46.0
8,68,0,8,7,67.0
8,81,0,7,9,78.0
5,51,1,4,2,37.0
6,47,0,9,5,36.0
5,45,1,5,6,31.0
3,78,1,5,8,57.0
9,80,1,5,7,76.0
8,92,1,7,7,89.0
5,70,1,7,8,55.0
4,93,1,6,5,72.0
6,43,1,6,8,30.0
9,46,0,4,5,40.0
3,49,0,4,4,28.0
4,94,0,8,6,79.0
2,44,0,8,8,28.0
7,97,1,8,8,93.0
9,64,1,9,5,63.0
8,57,0,5,3,52.0
5,81,0,6,5,66.0
4,68,0,4,4,51.0
2,59,0,8,3,34.0
8,73,1,5,8,72.0
9,42,1,7,5,40.0
5,40,1,5,3,26.0
8,53,0,7,1,43.0
4,68,1,4,3,50.0
6,60,0,7,3,47.0
2,85,1,7,2,64.0
7,93,1,5,4,88.0
3,86,1,7,8,71.0
8,85,0,6,0,78.0
7,50,0,6,8,43.0
9,90,1,4,9,88.0
5,81,0,5,7,67.0
3,64,1,4,7,43.0
7,43,1,9,2,37.0
3,76,0,7,0,56.0
5,63,1,7,4,50.0
1,41,1,8,8,15.0
9,65,0,7,8,65.0
1,46,0,8,8,24.0
5,97,1,7,5,87.0
3,97,0,7,5,78.0
6,94,1,5,1,77.0
2,54,1,5,2,32.0
9,83,1,6,8,80.0
3,94,0,6,4,74.0
5,62,0,4,5,47.0
4,84,0,9,1,67.0
1,82,1,6,0,56.0
1,42,0,8,9,21.0
3,66,0,8,6,45.0
3,43,0,6,1,19.0
1,54,1,7,7,29.0
5,72,1,7,4,57.0
2,55,1,6,7,32.0
6,96,0,8,9,88.0
9,95,1,5,2,94.0
9,80,1,9,9,79.0
3,59,1,9,4,38.0
6,54,1,8,8,44.0
6,43,0,8,9,30.0
5,60,0,8,8,46.0
3,62,0,8,1,42.0
2,59,0,7,5,38.0
5,59,0,7,3,45.0
8,67,0,7,6,66.0
9,52,1,9,9,55.0
5,76,1,8,5,63.0
3,61,1,8,1,39.0
5,82,1,4,7,67.0
2,99,1,7,6,76.0
3,52,1,4,7,32.0
9,73,0,6,9,71.0
5,56,1,9,6,46.0
2,85,1,8,5,62.0
5,82,1,6,7,72.0
9,66,0,9,3,61.0
2,81,0,4,7,56.0
1,87,1,8,6,62.0
8,64,0,6,7,61.0
8,59,0,9,2,55.0
3,76,0,5,7,55.0
6,42,0,6,0,29.0
3,52,0,8,2,32.0
7,73,0,5,4,63.0
6,54,0,8,6,45.0
7,49,1,6,5,40.0
7,89,0,4,9,78.0
6,75,1,7,0,62.0
5,86,1,6,7,72.0
6,49,1,4,0,38.0
6,70,0,4,9,59.0
3,64,1,9,1,43.0
3,40,1,8,9,18.0
6,61,1,5,4,48.0
2,60,0,6,5,36.0
6,54,0,4,4,41.0
6,73,0,5,6,58.0
5,91,1,5,5,76.0
7,42,0,7,3,37.0
1,92,1,6,7,67.0
7,47,0,5,0,38.0
6,78,1,5,1,67.0
9,72,0,7,1,73.0
8,85,0,5,1,80.0
7,47,0,4,4,38.0
3,47,0,9,2,28.0
1,67,0,6,8,40.0
5,67,0,9,7,52.0
9,93,1,4,4,89.0
4,75,1,8,9,59.0
6,89,0,7,7,79.0
5,73,0,7,8,61.0
4,59,1,4,4,43.0
6,44,1,8,0,36.0
2,62,0,4,9,40.0
2,73,0,8,9,52.0
4,80,0,9,0,63.0
2,51,0,9,5,32.0
2,76,0,4,9,51.0
5,62,1,5,6,51.0
5,88,0,8,6,74.0
7,69,0,7,6,61.0
3,55,0,9,4,38.0
8,93,0,4,5,88.0
7,87,1,7,0,78.0
1,89,0,8,8,66.0
6,74,0,4,6,61.0
2,48,0,7,7,24.0
2,49,0,6,4,24.0
5,92,0,9,1,78.0
1,67,1,7,1,41.0
7,60,0,7,8,52.0
2,67,0,9,6,41.0
2,73,1,4,5,49.0
6,65,0,5,3,53.0
2,67,0,8,4,50.0
5,66,1,5,5,49.0
7,49,1,6,4,37.0
7,40,1,7,9,29.0
7,42,1,8,9,33.0
6,45,0,8,2,33.0
1,83,0,8,7,60.0
1,62,1,4,5,32.0
7,63,0,6,3,54.0
4,90,0,7,3,75.0
3,87,1,8,3,69.0
9,40,1,9,5,40.0
1,66,1,5,9,42.0
3,90,1,5,6,70.0
8,87,0,8,6,81.0
8,88,0,8,2,84.0
9,88,0,7,1,89.0
9,84,1,6,2,81.0
8,85,0,9,7,79.0
9,48,1,6,2,49.0
5,69,0,9,9,57.0
6,68,0,8,1,55.0
7,57,1,9,9,50.0
3,85,1,7,8,66.0
6,54,0,8,1,42.0
2,46,1,7,9,23.0
7,67,0,5,8,59.0
2,60,0,9,3,38.0
5,83,0,4,3,68.0
9,47,1,7,2,47.0
6,77,1,8,0,66.0
5,77,0,8,2,61.0
5,83,0,7,6,67.0
2,68,1,5,4,47.0
5,88,1,7,5,72.0
5,99,1,6,0,82.0
4,79,1,8,7,63.0
6,77,0,8,2,62.0
3,69,0,4,2,51.0
2,85,1,7,8,64.0
5,94,0,8,3,84.0
5,84,1,4,7,73.0
7,62,0,7,6,52.0
7,59,0,9,6,52.0
7,40,1,9,3,29.0
4,98,1,5,2,79.0
6,65,0,5,0,50.0
6,91,1,4,0,82.0
5,64,1,6,2,49.0
6,83,1,4,6,69.0
1,55,1,7,1,27.0
7,71,1,5,6,66.0
6,63,0,9,8,55.0
7,67,0,8,3,55.0
5,89,0,5,6,74.0
7,86,0,5,7,79.0
5,91,1,5,5,74.0
8,48,1,7,1,38.0
9,55,1,4,2,53.0
1,45,0,7,2,15.0
7,61,1,8,0,52.0
8,51,0,5,2,44.0
3,79,0,6,9,56.0
6,41,0,6,4,26.0
9,72,0,9,5,68.0
3,92,0,9,5,72.0
5,85,0,6,5,73.0
4,92,1,9,5,77.0
8,74,1,6,5,71.0
8,55,0,5,5,49.0
1,95,1,6,0,67.0
4,84,1,9,2,67.0
4,69,0,4,0,50.0
4,59,0,5,6,40.0
6,96,0,5,7,85.0
7,64,1,9,1,57.0
3,86,0,7,5,65.0
9,56,1,9,7,55.0
7,75,0,8,6,66.0
7,83,0,9,8,76.0
3,66,1,7,3,44.0
5,60,1,4,2,44.0
3,92,0,4,4,70.0
7,70,1,4,3,60.0
1,70,1,8,9,45.0
6,78,0,9,6,68.0
4,61,1,8,5,42.0
3,72,1,9,2,53.0
6,65,0,4,0,52.0
6,53,1,7,8,43.0
2,98,0,4,2,74.0
7,41,1,7,3,34.0
8,77,0,6,7,70.0
7,49,1,6,9,42.0
1,99,0,6,1,73.0
2,50,1,7,9,29.0
1,64,0,8,7,42.0
8,49,1,5,7,44.0
1,87,1,9,8,62.0
5,84,1,7,3,66.0
7,79,0,5,4,69.0
8,58,1,9,1,49.0
2,77,1,8,5,55.0
7,75,0,8,1,66.0
2,89,0,7,0,67.0
7,83,1,9,8,77.0
4,90,1,9,8,76.0
9,44,0,4,7,37.0
3,78,0,7,3,59.0
3,58,1,6,1,41.0
6,44,1,9,9,34.0
3,46,0,5,4,21.0
6,41,0,9,8,33.0
3,88,0,9,0,67.0
7,64,0,4,3,46.0
3,85,1,9,0,68.0
1,47,1,5,0,19.0
6,54,1,4,1,39.0
3,44,0,5,1,20.0
6,45,1,5,3,36.0
8,56,1,6,7,52.0
3,75,0,5,6,56.0
5,98,0,9,0,84.0
9,52,1,8,0,47.0
1,51,0,4,4,21.0
3,53,1,4,2,30.0
1,45,0,7,4,19.0
4,59,0,4,6,41.0
3,71,0,5,3,48.0
7,45,1,7,5,36.0
3,70,1,5,2,50.0
9,47,1,9,6,47.0
2,86,0,8,6,69.0
7,90,1,7,2,85.0
9,54,1,7,8,52.0
3,57,0,6,3,35.0
1,92,0,9,6,68.0
9,77,1,7,5,77.0
2,88,1,8,5,67.0
7,54,1,8,9,47.0
3,74,1,8,8,55.0
7,50,0,7,4,39.0
7,62,0,9,0,58.0
7,92,1,6,6,85.0
3,48,1,7,4,26.0
4,61,0,6,0,43.0
5,67,0,8,9,52.0
4,63,0,9,9,50.0
7,92,1,5,9,86.0
9,45,0,9,4,39.0
2,72,0,7,5,50.0
4,60,1,9,9,43.0
8,70,0,5,5,59.0
7,47,0,5,3,36.0
5,87,1,6,7,74.0
1,45,1,6,9,19.0
8,75,0,8,9,69.0
4,88,1,7,4,73.0
1,79,1,7,7,56.0
9,41,1,7,6,39.0
6,94,0,6,5,85.0
1,83,0,6,0,59.0
6,87,1,8,4,79.0
9,54,1,4,7,52.0
5,44,1,9,8,33.0
3,93,0,8,4,76.0
6,59,0,8,5,48.0
1,88,0,9,8,65.0
2,60,1,6,5,41.0
8,85,1,6,8,79.0
4,52,0,9,5,35.0
8,64,0,4,1,55.0
5,78,1,5,9,64.0
7,72,0,4,3,64.0
7,55,0,4,3,43.0
5,46,1,7,8,36.0
7,75,1,6,1,65.0
2,42,1,6,8,15.0
1,71,1,5,9,47.0
6,77,0,6,8,66.0
9,46,1,7,8,44.0
8,52,0,6,2,46.0
3,63,1,8,1,45.0
9,73,0,4,4,66.0
5,88,0,6,6,74.0
1,63,1,8,3,37.0
2,61,1,9,0,38.0
2,96,0,9,6,74.0
4,73,1,8,7,58.0
4,60,1,8,7,46.0
7,47,0,7,9,38.0
8,44,0,8,2,42.0
6,51,1,6,6,37.0
8,82,0,8,3,79.0
6,67,0,8,3,57.0
9,87,0,7,7,87.0
6,67,0,4,8,53.0
5,81,1,4,8,72.0
6,76,1,7,8,64.0
5,54,1,8,5,41.0
7,47,1,5,8,39.0
2,90,1,7,6,64.0
1,69,0,4,3,37.0
6,95,1,7,3,83.0
5,89,0,9,0,75.0
1,49,1,9,9,24.0
4,92,0,4,5,75.0
1,80,0,5,4,58.0
7,47,0,7,6,42.0
1,45,1,4,5,18.0
8,87,1,4,7,81.0
4,55,1,6,3,38.0
8,59,1,4,7,54.0
4,58,0,7,6,43.0
2,61,1,5,1,38.0
8,69,0,9,1,64.0
2,88,1,4,8,66.0
6,43,1,7,4,29.0
7,50,0,9,5,42.0
8,94,1,8,6,88.0
3,41,1,6,1,20.0
6,58,0,7,4,45.0
8,87,1,7,0,83.0
8,73,1,7,4,65.0
1,79,0,6,1,50.0
5,81,0,7,9,66.0
6,87,1,8,7,77.0
6,75,0,4,7,64.0
3,75,1,6,1,57.0
3,90,0,6,5,72.0
9,60,1,9,7,61.0
8,52,0,4,3,41.0
9,92,1,7,9,92.0
2,74,0,5,0,51.0
4,82,0,6,6,63.0
4,73,1,4,8,59.0
1,79,0,7,4,54.0
4,54,0,4,8,37.0
4,77,1,9,7,62.0
1,83,0,8,0,57.0
5,45,1,6,0,28.0
1,61,0,8,3,33.0
3,45,0,8,2,22.0
9,83,1,4,8,80.0
8,78,0,4,0,68.0
4,56,1,5,9,42.0
3,56,0,7,6,36.0
2,42,0,9,2,20.0
8,53,0,7,5,45.0
2,49,1,4,4,30.0
1,92,1,6,9,66.0
3,50,1,8,0,29.0
5,56,1,8,2,42.0
8,67,0,6,3,58.0
3,73,0,8,6,53.0
4,98,0,7,3,80.0
2,42,1,4,7,19.0
9,52,1,9,2,55.0
4,51,0,5,3,32.0
7,75,1,8,4,67.0
9,56,1,6,6,53.0
5,48,0,6,4,33.0
5,45,1,7,4,32.0
9,81,0,7,1,78.0
4,97,0,6,3,74.0
7,58,0,4,2,48.0
5,99,0,7,5,89.0
4,67,0,9,3,49.0
4,43,0,6,7,27.0
9,43,0,4,7,42.0
2,83,1,4,5,60.0
2,46,0,4,7,22.0
2,47,0,6,8,21.0
6,93,0,7,2,80.0
8,84,0,9,5,80.0
5,49,1,7,7,34.0
9,73,0,6,1,68.0
8,59,1,4,7,52.0
9,89,0,4,8,87.0
8,97,0,4,9,89.0
6,60,0,4,8,48.0
6,79,0,6,9,70.0
8,65,0,6,5,60.0
1,56,0,6,2,31.0
1,99,1,7,5,73.0
5,55,1,9,7,42.0
8,47,0,5,4,42.0
5,76,0,6,6,61.0
3,77,1,5,1,54.0
7,96,0,7,4,90.0
7,61,0,7,9,55.0
9,53,0,4,2,47.0
5,54,0,8,7,41.0
8,70,1,7,3,62.0
9,74,1,7,6,72.0
6,68,1,4,8,57.0
6,60,0,5,8,51.0
8,95,1,4,6,88.0
6,85,0,8,8,78.0
1,91,1,5,0,63.0
4,58,0,4,8,42.0
4,96,0,7,3,80.0
3,68,0,6,6,47.0
5,97,0,6,3,81.0
2,59,1,6,4,38.0
1,62,0,6,6,37.0
7,45,1,7,2,34.0
9,82,0,6,5,82.0
4,45,0,5,4,25.0
5,63,1,9,8,50.0
1,54,1,5,6,26.0
2,99,1,9,8,82.0
3,47,1,7,6,32.0
7,42,1,6,3,35.0
1,97,1,8,0,71.0
2,61,0,7,8,39.0
6,48,1,6,6,35.0
2,52,0,8,4,27.0
6,71,1,7,7,61.0
9,50,0,6,5,46.0
5,99,1,4,0,86.0
9,94,1,8,5,94.0
9,87,1,6,1,85.0
6,59,0,7,5,45.0
9,69,1,6,3,65.0
6,56,1,7,1,45.0
3,67,1,8,9,48.0
3,85,0,8,0,64.0
2,43,1,4,5,16.0
9,63,0,4,7,59.0
7,67,1,9,2,53.0
4,91,1,4,3,74.0
1,49,0,5,6,25.0
1,50,1,4,1,23.0
